id,Race,Class,Boost,STR,INT,WIS,DEX,CON
1094,W-Elf,Eldritch,UNS,51,72,60,78,52
1095,W-Elf,Battlemage,UNS,51,72,60,78,52
1096,W-Elf,Dragonslayer,UNS,59,64,56,78,56
1097,W-Elf,Confessor,N/A,51,72,60,78,52
1098,W-Elf,Shadowmage,N/A,51,72,60,78,52
1099,W-Elf,Ovate,UNS,51,68,64,78,52
1101,Sea-Elf,Bladesinger,UNS,42,80,72,78,44
1102,Sea-Elf,Battlerager,N/A,46,76,72,70,52
1103,Sea-Elf,Necromancer,UNS,42,84,76,70,44
1104,Sea-Elf,Transmuter,UNS,42,84,76,70,44
1105,Sea-Elf,Invoker,UNS,42,84,76,70,44
1106,Sea-Elf,Paladin,N/A,50,76,76,70,44
1107,Sea-Elf,Monk,UNS,42,84,76,70,44
1108,Sea-Elf,Shadowknight,N/A,50,76,76,70,44
1109,Sea-Elf,Runesmith,N/A,42,80,80,70,44
1110,Sea-Elf,Eldritch,UNS,42,84,76,70,44
1111,Sea-Elf,Battlemage,UNS,42,84,76,70,44
1112,Sea-Elf,Dragonslayer,UNS,50,76,72,70,48
1113,Sea-Elf,Confessor,N/A,42,84,76,70,44
1114,Sea-Elf,Shadowmage,N/A,42,84,76,70,44
1115,Sea-Elf,Ovate,UNS,42,80,80,70,44
1117,H-Elf,Bladesinger,UNS,52,73,69,71,49
1118,H-Elf,Battlerager,N/A,56,69,69,63,57
1119,H-Elf,Necromancer,UNS,52,77,73,63,49
1120,H-Elf,Transmuter,UNS,52,77,73,63,49
1121,H-Elf,Invoker,UNS,52,77,73,63,49
1122,H-Elf,Paladin,N/A,60,69,73,63,49
1123,H-Elf,Monk,UNS,52,77,73,63,49
1124,H-Elf,Shadowknight,N/A,60,69,73,63,49
1125,H-Elf,Runesmith,N/A,52,73,77,63,49
1126,H-Elf,Eldritch,UNS,52,77,73,63,49
1127,H-Elf,Battlemage,UNS,52,77,73,63,49
1128,H-Elf,Dragonslayer,UNS,60,69,69,63,53
1129,H-Elf,Confessor,N/A,52,77,73,63,49
1130,H-Elf,Shadowmage,N/A,52,77,73,63,49
1131,H-Elf,Ovate,UNS,52,73,77,63,49
1133,M-Dwarf,Bladesinger,N/A,68,57,76,53,67
1134,M-Dwarf,Battlerager,30,72,53,76,45,75
1135,M-Dwarf,Necromancer,UNS,68,61,80,45,67
1136,M-Dwarf,Transmuter,UNS,68,61,80,45,67
1137,M-Dwarf,Invoker,UNS,68,61,80,45,67
1138,M-Dwarf,Paladin,N/A,76,53,80,45,67
1139,M-Dwarf,Monk,UNS,68,61,80,45,67
1140,M-Dwarf,Shadowknight,N/A,76,53,80,45,67
1141,M-Dwarf,Runesmith,UNS,68,57,84,45,67
1142,M-Dwarf,Eldritch,N/A,68,61,80,45,67
1143,M-Dwarf,Battlemage,UNS,68,61,80,45,67
1144,M-Dwarf,Dragonslayer,UNS,76,53,76,45,71
1145,M-Dwarf,Confessor,N/A,68,61,80,45,67
1146,M-Dwarf,Shadowmage,N/A,68,61,80,45,67
1147,M-Dwarf,Ovate,UNS,68,57,84,45,67
1149,H-Dwarf,Bladesinger,UNS,64,56,79,58,64
1150,H-Dwarf,Battlerager,UNS,68,52,79,50,72
1151,H-Dwarf,Necromancer,UNS,64,60,83,50,64
1152,H-Dwarf,Transmuter,UNS,64,60,83,50,64
1153,H-Dwarf,Invoker,UNS,64,60,83,50,64
1154,H-Dwarf,Paladin,N/A,72,52,83,50,64
1155,H-Dwarf,Monk,UNS,64,60,83,50,64
1156,H-Dwarf,Shadowknight,N/A,72,52,83,50,64
1157,H-Dwarf,Runesmith,UNS,64,56,87,50,64
1158,H-Dwarf,Eldritch,N/A,64,60,83,50,64
1159,H-Dwarf,Battlemage,UNS,64,60,83,50,64
1160,H-Dwarf,Dragonslayer,UNS,72,52,79,50,68
1161,H-Dwarf,Confessor,N/A,64,60,83,50,64
1162,H-Dwarf,Shadowmage,N/A,64,60,83,50,64
1163,H-Dwarf,Ovate,UNS,64,56,87,50,64
1165,D-Dwarf,Bladesinger,N/A,53,84,67,54,61
1166,D-Dwarf,Battlerager,UNS,57,80,67,46,69
1167,D-Dwarf,Necromancer,UNS,53,88,71,46,61
1168,D-Dwarf,Transmuter,UNS,53,88,71,46,61
1169,D-Dwarf,Invoker,UNS,53,88,71,46,61
1170,D-Dwarf,Paladin,N/A,61,80,71,46,61
1171,D-Dwarf,Monk,UNS,53,88,71,46,61
1172,D-Dwarf,Shadowknight,N/A,61,80,71,46,61
1173,D-Dwarf,Runesmith,UNS,53,84,75,46,61
1174,D-Dwarf,Eldritch,N/A,53,88,71,46,61
1175,D-Dwarf,Battlemage,UNS,53,88,71,46,61
1176,D-Dwarf,Dragonslayer,UNS,61,80,67,46,65
1177,D-Dwarf,Confessor,N/A,53,88,71,46,61
1178,D-Dwarf,Shadowmage,N/A,53,88,71,46,61
1179,D-Dwarf,Ovate,UNS,53,84,75,46,61
1181,Mul,Bladesinger,N/A,72,56,50,74,68
1182,Mul,Battlerager,UNS,76,52,50,66,76
1183,Mul,Necromancer,UNS,72,60,54,66,68
1184,Mul,Transmuter,UNS,72,60,54,66,68
1185,Mul,Invoker,UNS,72,60,54,66,68
1186,Mul,Paladin,N/A,80,52,54,66,68
1187,Mul,Monk,UNS,72,60,54,66,68
1188,Mul,Shadowknight,N/A,80,52,54,66,68
1189,Mul,Runesmith,UNS,72,56,58,66,68
1190,Mul,Eldritch,N/A,72,60,54,66,68
1191,Mul,Battlemage,UNS,72,60,54,66,68
1192,Mul,Dragonslayer,UNS,80,52,50,66,72
1193,Mul,Confessor,N/A,72,60,54,66,68
1194,Mul,Shadowmage,N/A,72,60,54,66,68
1195,Mul,Ovate,UNS,72,56,58,66,68
1197,Minotaur,Bladesinger,N/A,79,63,52,48,80
1198,Minotaur,Battlerager,N/A,83,59,52,40,88
1199,Minotaur,Necromancer,UNS,79,67,56,40,80
1200,Minotaur,Transmuter,UNS,79,67,56,40,80
1201,Minotaur,Invoker,UNS,79,67,56,40,80
1202,Minotaur,Paladin,N/A,87,59,56,40,80
1203,Minotaur,Monk,UNS,79,67,56,40,80
1204,Minotaur,Shadowknight,N/A,87,59,56,40,80
1205,Minotaur,Runesmith,N/A,79,63,60,40,80
1206,Minotaur,Eldritch,N/A,79,67,56,40,80
1207,Minotaur,Battlemage,UNS,79,67,56,40,80
1208,Minotaur,Dragonslayer,UNS,87,59,52,40,84
1209,Minotaur,Confessor,N/A,79,67,56,40,80
1210,Minotaur,Shadowmage,N/A,79,67,56,40,80
1211,Minotaur,Ovate,UNS,79,63,60,40,80
1213,Ogre,Bladesinger,N/A,87,38,45,48,85
1214,Ogre,Battlerager,N/A,91,34,45,40,93
1215,Ogre,Necromancer,UNS,87,42,49,40,85
1216,Ogre,Transmuter,UNS,87,42,49,40,85
1217,Ogre,Invoker,UNS,87,42,49,40,85
1218,Ogre,Paladin,N/A,95,34,49,40,85
1219,Ogre,Monk,UNS,87,42,49,40,85
1220,Ogre,Shadowknight,N/A,95,34,49,40,85
1221,Ogre,Runesmith,N/A,87,38,53,40,85
1222,Ogre,Eldritch,N/A,87,42,49,40,85
1223,Ogre,Battlemage,UNS,87,42,49,40,85
1224,Ogre,Dragonslayer,UNS,95,34,45,40,89
1225,Ogre,Confessor,N/A,87,42,49,40,85
1226,Ogre,Shadowmage,N/A,87,42,49,40,85
1227,Ogre,Ovate,UNS,87,38,53,40,85
1229,G-Ogre,Bladesinger,N/A,94,34,40,43,92
1230,G-Ogre,Battlerager,N/A,98,30,40,35,100
1231,G-Ogre,Necromancer,UNS,94,38,44,35,92
1232,G-Ogre,Transmuter,UNS,94,38,44,35,92
1233,G-Ogre,Invoker,UNS,94,38,44,35,92
1234,G-Ogre,Paladin,N/A,102,30,44,35,92
1235,G-Ogre,Monk,UNS,94,38,44,35,92
1236,G-Ogre,Shadowknight,N/A,102,30,44,35,92
1237,G-Ogre,Runesmith,N/A,94,34,48,35,92
1238,G-Ogre,Eldritch,N/A,94,38,44,35,92
1239,G-Ogre,Battlemage,UNS,94,38,44,35,92
1240,G-Ogre,Dragonslayer,UNS,102,30,40,35,96
1241,G-Ogre,Confessor,N/A,94,38,44,35,92
1242,G-Ogre,Shadowmage,N/A,94,38,44,35,92
1243,G-Ogre,Ovate,UNS,94,34,48,35,92
1245,H-Ogre,Bladesinger,N/A,78,50,49,59,78
1246,H-Ogre,Battlerager,N/A,82,46,49,51,86
1247,H-Ogre,Necromancer,UNS,78,54,53,51,78
1248,H-Ogre,Transmuter,UNS,78,54,53,51,78
1249,H-Ogre,Invoker,UNS,78,54,53,51,78
1250,H-Ogre,Paladin,N/A,86,46,53,51,78
1251,H-Ogre,Monk,UNS,78,54,53,51,78
1252,H-Ogre,Shadowknight,N/A,86,46,53,51,78
1253,H-Ogre,Runesmith,N/A,78,50,57,51,78
1254,H-Ogre,Eldritch,N/A,78,54,53,51,78
1255,H-Ogre,Battlemage,UNS,78,54,53,51,78
1256,H-Ogre,Dragonslayer,UNS,86,46,49,51,82
1257,H-Ogre,Confessor,N/A,78,54,53,51,78
1258,H-Ogre,Shadowmage,N/A,78,54,53,51,78
1259,H-Ogre,Ovate,UNS,78,50,57,51,78
1261,Yinn,Bladesinger,N/A,72,58,53,74,65
1262,Yinn,Battlerager,N/A,78,52,53,62,77
1263,Yinn,Necromancer,UNS,72,64,59,62,65
1264,Yinn,Transmuter,UNS,72,64,59,62,65
1265,Yinn,Invoker,UNS,72,64,59,62,65
1266,Yinn,Paladin,N/A,84,52,59,62,65
1267,Yinn,Monk,UNS,72,64,59,62,65
1268,Yinn,Shadowknight,N/A,84,52,59,62,65
1269,Yinn,Runesmith,N/A,72,58,65,62,65
1270,Yinn,Eldritch,N/A,72,64,59,62,65
1271,Yinn,Battlemage,UNS,72,64,59,62,65
1272,Yinn,Dragonslayer,UNS,84,52,53,62,71
1273,Yinn,Confessor,N/A,72,64,59,62,65
1274,Yinn,Shadowmage,N/A,72,64,59,62,65
1275,Yinn,Ovate,UNS,72,58,65,62,65
1277,Goblin,Bladesinger,N/A,54,64,48,91,58
1278,Goblin,Battlerager,N/A,58,60,48,83,66
1279,Goblin,Necromancer,UNS,54,68,52,83,58
1280,Goblin,Transmuter,UNS,54,68,52,83,58
1281,Goblin,Invoker,UNS,54,68,52,83,58
1282,Goblin,Paladin,N/A,62,60,52,83,58
1283,Goblin,Monk,UNS,54,68,52,83,58
1284,Goblin,Shadowknight,N/A,62,60,52,83,58
1285,Goblin,Runesmith,N/A,54,64,56,83,58
1286,Goblin,Eldritch,N/A,54,68,52,83,58
1287,Goblin,Battlemage,UNS,54,68,52,83,58
1288,Goblin,Dragonslayer,UNS,62,60,48,83,62
1289,Goblin,Confessor,N/A,54,68,52,83,58
1290,Goblin,Shadowmage,N/A,54,68,52,83,58
1291,Goblin,Ovate,UNS,54,64,56,83,58
1293,Hobgob,Bladesinger,N/A,67,59,55,68,65
1294,Hobgob,Battlerager,N/A,71,55,55,60,73
1295,Hobgob,Necromancer,UNS,67,63,59,60,65
1296,Hobgob,Transmuter,UNS,67,63,59,60,65
1297,Hobgob,Invoker,UNS,67,63,59,60,65
1298,Hobgob,Paladin,N/A,75,55,59,60,65
1299,Hobgob,Monk,UNS,67,63,59,60,65
1300,Hobgob,Shadowknight,N/A,75,55,59,60,65
1301,Hobgob,Runesmith,N/A,67,59,63,60,65
1302,Hobgob,Eldritch,N/A,67,63,59,60,65
1303,Hobgob,Battlemage,UNS,67,63,59,60,65
1304,Hobgob,Dragonslayer,UNS,75,55,55,60,69
1305,Hobgob,Confessor,N/A,67,63,59,60,65
1306,Hobgob,Shadowmage,N/A,67,63,59,60,65
1307,Hobgob,Ovate,UNS,67,59,63,60,65
1309,Bugbear,Bladesinger,N/A,80,53,49,54,80
1310,Bugbear,Battlerager,N/A,84,49,49,46,88
1311,Bugbear,Necromancer,UNS,80,57,53,46,80
1312,Bugbear,Transmuter,UNS,80,57,53,46,80
1313,Bugbear,Invoker,UNS,80,57,53,46,80
1314,Bugbear,Paladin,N/A,88,49,53,46,80
1315,Bugbear,Monk,UNS,80,57,53,46,80
1316,Bugbear,Shadowknight,N/A,88,49,53,46,80
1317,Bugbear,Runesmith,N/A,80,53,57,46,80
1318,Bugbear,Eldritch,N/A,80,57,53,46,80
1319,Bugbear,Battlemage,UNS,80,57,53,46,80
1320,Bugbear,Dragonslayer,UNS,88,49,49,46,84
1321,Bugbear,Confessor,N/A,80,57,53,46,80
1322,Bugbear,Shadowmage,N/A,80,57,53,46,80
1323,Bugbear,Ovate,UNS,80,53,57,46,80
1325,Tink Gn,Bladesinger,N/A,38,96,71,63,46
1326,Tink Gn,Battlerager,N/A,42,92,71,55,54
1327,Tink Gn,Necromancer,UNS,38,100,75,55,46
1328,Tink Gn,Transmuter,UNS,38,100,75,55,46
1329,Tink Gn,Invoker,UNS,38,100,75,55,46
1330,Tink Gn,Paladin,N/A,46,92,75,55,46
1331,Tink Gn,Monk,UNS,38,100,75,55,46
1332,Tink Gn,Shadowknight,N/A,46,92,75,55,46
1333,Tink Gn,Runesmith,N/A,38,96,79,55,46
1334,Tink Gn,Eldritch,N/A,38,100,75,55,46
1335,Tink Gn,Battlemage,UNS,38,100,75,55,46
1336,Tink Gn,Dragonslayer,UNS,46,92,71,55,50
1337,Tink Gn,Confessor,N/A,38,100,75,55,46
1338,Tink Gn,Shadowmage,N/A,38,100,75,55,46
1339,Tink Gn,Ovate,UNS,38,96,79,55,46
1341,Deep Gn,Bladesinger,N/A,41,75,92,60,54
1342,Deep Gn,Battlerager,N/A,45,71,92,52,62
1343,Deep Gn,Necromancer,UNS,41,79,96,52,54
1344,Deep Gn,Transmuter,UNS,41,79,96,52,54
1345,Deep Gn,Invoker,UNS,41,79,96,52,54
1346,Deep Gn,Paladin,N/A,49,71,96,52,54
1347,Deep Gn,Monk,UNS,41,79,96,52,54
1348,Deep Gn,Shadowknight,N/A,49,71,96,52,54
1349,Deep Gn,Runesmith,N/A,41,75,100,52,54
1350,Deep Gn,Eldritch,N/A,41,79,96,52,54
1351,Deep Gn,Battlemage,UNS,41,79,96,52,54
1352,Deep Gn,Dragonslayer,UNS,49,71,92,52,58
1353,Deep Gn,Confessor,N/A,41,79,96,52,54
1354,Deep Gn,Shadowmage,N/A,41,79,96,52,54
1355,Deep Gn,Ovate,UNS,41,75,100,52,54
1357,Kender,Bladesinger,N/A,30,79,50,100,28
1358,Kender,Battlerager,N/A,34,75,50,92,36
1359,Kender,Necromancer,UNS,30,83,54,92,28
1360,Kender,Transmuter,UNS,30,83,54,92,28
1361,Kender,Invoker,UNS,30,83,54,92,28
1362,Kender,Paladin,N/A,38,75,54,92,28
1363,Kender,Monk,UNS,30,83,54,92,28
1364,Kender,Shadowknight,N/A,38,75,54,92,28
1365,Kender,Runesmith,N/A,30,79,58,92,28
1366,Kender,Eldritch,N/A,30,83,54,92,28
1367,Kender,Battlemage,UNS,30,83,54,92,28
1368,Kender,Dragonslayer,UNS,38,75,50,92,32
1369,Kender,Confessor,N/A,30,83,54,92,28
1370,Kender,Shadowmage,N/A,30,83,54,92,28
1371,Kender,Ovate,UNS,30,79,58,92,28
1373,Wemic,Bladesinger,N/A,74,54,45,73,70
1374,Wemic,Battlerager,N/A,78,50,45,65,78
1375,Wemic,Necromancer,UNS,74,58,49,65,70
1376,Wemic,Transmuter,UNS,74,58,49,65,70
1377,Wemic,Invoker,UNS,74,58,49,65,70
1378,Wemic,Paladin,N/A,82,50,49,65,70
1379,Wemic,Monk,UNS,74,58,49,65,70
1380,Wemic,Shadowknight,N/A,82,50,49,65,70
1381,Wemic,Runesmith,N/A,74,54,53,65,70
1382,Wemic,Eldritch,N/A,74,58,49,65,70
1383,Wemic,Battlemage,UNS,74,58,49,65,70
1384,Wemic,Dragonslayer,UNS,82,50,45,65,74
1385,Wemic,Confessor,N/A,74,58,49,65,70
1386,Wemic,Shadowmage,N/A,74,58,49,65,70
1387,Wemic,Ovate,UNS,74,54,53,65,70
1389,Felar,Bladesinger,N/A,30,59,72,100,45
1390,Felar,Battlerager,N/A,34,55,72,92,53
1391,Felar,Necromancer,UNS,30,63,76,92,45
1392,Felar,Transmuter,UNS,30,63,76,92,45
1393,Felar,Invoker,UNS,30,63,76,92,45
1394,Felar,Paladin,N/A,38,55,76,92,45
1395,Felar,Monk,UNS,30,63,76,92,45
1396,Felar,Shadowknight,N/A,38,55,76,92,45
1397,Felar,Runesmith,N/A,30,59,80,92,45
1398,Felar,Eldritch,N/A,30,63,76,92,45
1399,Felar,Battlemage,UNS,30,63,76,92,45
1400,Felar,Dragonslayer,UNS,38,55,72,92,49
1401,Felar,Confessor,N/A,30,63,76,92,45
1402,Felar,Shadowmage,N/A,30,63,76,92,45
1403,Felar,Ovate,UNS,30,59,80,92,45
1405,Arboren,Bladesinger,N/A,74,54,70,56,80
1406,Arboren,Battlerager,N/A,78,50,70,48,88
1407,Arboren,Necromancer,UNS,74,58,74,48,80
1408,Arboren,Transmuter,UNS,74,58,74,48,80
1409,Arboren,Invoker,UNS,74,58,74,48,80
1410,Arboren,Paladin,N/A,82,50,74,48,80
1411,Arboren,Monk,UNS,74,58,74,48,80
1412,Arboren,Shadowknight,N/A,82,50,74,48,80
1413,Arboren,Runesmith,N/A,74,54,78,48,80
1414,Arboren,Eldritch,N/A,74,58,74,48,80
1415,Arboren,Battlemage,UNS,74,58,74,48,80
1416,Arboren,Dragonslayer,UNS,82,50,70,48,84
1417,Arboren,Confessor,N/A,74,58,74,48,80
1418,Arboren,Shadowmage,N/A,74,58,74,48,80
1419,Arboren,Ovate,UNS,74,54,78,48,80
1422,Gully,Battlerager,UNS,72,30,44,50,98
1429,Gully,Runesmith,UNS,68,34,52,50,90
1437,Centaur,Bladesinger,N/A,70,54,54,62,74
1438,Centaur,Battlerager,N/A,74,50,54,54,82
1439,Centaur,Necromancer,UNS,70,58,58,54,74
1440,Centaur,Transmuter,UNS,70,58,58,54,74
1441,Centaur,Invoker,UNS,70,58,58,54,74
1442,Centaur,Paladin,N/A,78,50,58,54,74
1443,Centaur,Monk,UNS,70,58,58,54,74
1444,Centaur,Shadowknight,N/A,78,50,58,54,74
1445,Centaur,Runesmith,N/A,70,54,62,54,74
1446,Centaur,Eldritch,N/A,70,58,58,54,74
1447,Centaur,Battlemage,UNS,70,58,58,54,74
1448,Centaur,Dragonslayer,UNS,78,50,54,54,78
1449,Centaur,Confessor,N/A,70,58,58,54,74
1450,Centaur,Shadowmage,N/A,70,58,58,54,74
1451,Centaur,Ovate,UNS,70,54,62,54,74
1453,Ariel,Bladesinger,N/A,62,64,70,78,40
1454,Ariel,Battlerager,N/A,66,60,70,70,48
1455,Ariel,Necromancer,UNS,62,68,74,70,40
1456,Ariel,Transmuter,UNS,62,68,74,70,40
1457,Ariel,Invoker,UNS,62,68,74,70,40
1458,Ariel,Paladin,N/A,70,60,74,70,40
1459,Ariel,Monk,UNS,62,68,74,70,40
1460,Ariel,Shadowknight,N/A,70,60,74,70,40
1461,Ariel,Runesmith,N/A,62,64,78,70,40
1462,Ariel,Eldritch,N/A,62,68,74,70,40
1463,Ariel,Battlemage,UNS,62,68,74,70,40
1464,Ariel,Dragonslayer,UNS,70,60,70,70,44
1465,Ariel,Confessor,N/A,62,68,74,70,40
1466,Ariel,Shadowmage,N/A,62,68,74,70,40
1467,Ariel,Ovate,UNS,62,64,78,70,40
1469,Pixie,Bladesinger,N/A,26,92,70,102,24
1470,Pixie,Battlerager,N/A,30,88,70,94,32
1471,Pixie,Necromancer,UNS,26,96,74,94,24
1472,Pixie,Transmuter,UNS,26,96,74,94,24
1473,Pixie,Invoker,UNS,26,96,74,94,24
1474,Pixie,Paladin,N/A,34,88,74,94,24
1475,Pixie,Monk,UNS,26,96,74,94,24
1476,Pixie,Shadowknight,N/A,34,88,74,94,24
1477,Pixie,Runesmith,N/A,26,92,78,94,24
1478,Pixie,Eldritch,N/A,26,96,74,94,24
1479,Pixie,Battlemage,UNS,26,96,74,94,24
1480,Pixie,Dragonslayer,UNS,34,88,70,94,28
1481,Pixie,Confessor,N/A,26,96,74,94,24
1482,Pixie,Shadowmage,N/A,26,96,74,94,24
1483,Pixie,Ovate,UNS,26,92,78,94,24
1485,Bakali,Bladesinger,N/A,74,50,46,72,72
1486,Bakali,Battlerager,N/A,78,46,46,64,80
1487,Bakali,Necromancer,UNS,74,54,50,64,72
1488,Bakali,Transmuter,UNS,74,54,50,64,72
1489,Bakali,Invoker,UNS,74,54,50,64,72
1490,Bakali,Paladin,N/A,82,46,50,64,72
1491,Bakali,Monk,UNS,74,54,50,64,72
1492,Bakali,Shadowknight,N/A,82,46,50,64,72
1493,Bakali,Runesmith,N/A,74,50,54,64,72
1494,Bakali,Eldritch,N/A,74,54,50,64,72
1495,Bakali,Battlemage,UNS,74,54,50,64,72
1496,Bakali,Dragonslayer,UNS,82,46,46,64,76
1497,Bakali,Confessor,N/A,74,54,50,64,72
1498,Bakali,Shadowmage,N/A,74,54,50,64,72
1499,Bakali,Ovate,UNS,74,50,54,64,72
1501,Orc,Bladesinger,N/A,72,64,55,68,70
1502,Orc,Battlerager,N/A,76,60,55,60,78
1503,Orc,Necromancer,UNS,72,68,59,60,70
1504,Orc,Transmuter,UNS,72,68,59,60,70
1505,Orc,Invoker,UNS,72,68,59,60,70
1506,Orc,Paladin,N/A,80,60,59,60,70
1507,Orc,Monk,UNS,72,68,59,60,70
1508,Orc,Shadowknight,N/A,80,60,59,60,70
1509,Orc,Runesmith,N/A,72,64,63,60,70
1510,Orc,Eldritch,N/A,72,68,59,60,70
1511,Orc,Battlemage,UNS,72,68,59,60,70
1512,Orc,Dragonslayer,UNS,80,60,55,60,74
1513,Orc,Confessor,N/A,72,68,59,60,70
1514,Orc,Shadowmage,N/A,72,68,59,60,70
1515,Orc,Ovate,UNS,72,64,63,60,70
1517,Troll,Bladesinger,N/A,92,49,45,68,80
1518,Troll,Battlerager,N/A,96,45,45,60,88
1519,Troll,Necromancer,UNS,92,53,49,60,80
1520,Troll,Transmuter,UNS,92,53,49,60,80
1521,Troll,Invoker,UNS,92,53,49,60,80
1522,Troll,Paladin,N/A,100,45,49,60,80
1523,Troll,Monk,UNS,92,53,49,60,80
1524,Troll,Shadowknight,N/A,100,45,49,60,80
1525,Troll,Runesmith,N/A,92,49,53,60,80
1526,Troll,Eldritch,N/A,92,53,49,60,80
1527,Troll,Battlemage,UNS,92,53,49,60,80
1528,Troll,Dragonslayer,UNS,100,45,45,60,84
1529,Troll,Confessor,N/A,92,53,49,60,80
1530,Troll,Shadowmage,N/A,92,53,49,60,80
1531,Troll,Ovate,UNS,92,49,53,60,80
